CASEID	Q1	Q3B	Q4	Q6_COMP	Q66A	Q66B	Q66C	Q66D	Q66E	Q66F	Q66G	Q66H	Q66I	Q66J	Q66K	Q68A	Q68B	Q68C	Q68D	Q68E	Q68F	Q68G	Q68H	Q68I	Q68J	Q68K
3473	2	11	6	2	1	2	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
9788	2	12	6	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
10698	2	11	6	4	1	4	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12268	2	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10489	2	12	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7390	1	11	6	7	5	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10810	1	11	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6612	2	12	6	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8826	2	11	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5275	1	12	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4477	1	11	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8875	1	11	6	7	3	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9645	1	13	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10936	1	11	6	7	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
167	2	12	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3165	2	11	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6065	2	12	6	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
7348	2	11	6	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11708	2	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7349	1	11	6	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2020	1	12	6	7	3	1	2	2	1	2	2	1	2	2	3	3	3	2	2	3	2	3	2	1	3	2
9740	1	12	6	7	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
552	2	12	6	7	2	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
9783	2	11	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10500	2	11	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10821	2	11	6	7	4	4	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3949	1	11	6	7	4	2	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
910	1	11	6	7	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1236	1	12	6	7	2	1	2	1	1	1	5	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3122	1	11	6	7	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
3268	1	12	6	2	2	2	1	2	1	2	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4350	1	11	6	2	5	4	1	1	4	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
5487	1	12	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
7287	1	12	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10139	1	12	6	2	4	4	5	4	5	2	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1
481	2	11	6	NA	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
839	2	12	6	NA	1	1	1	1	1	1	5	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1
8550	2	11	6	2	1	5	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
12547	2	12	6	2	1	1	1	3	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1426	1	13	6	1	5	1	1	5	4	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6983	1	13	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11051	1	11	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9328	2	12	6	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
1399	1	13	6	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2434	1	12	6	1	5	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5668	1	12	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
166	2	11	6	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3575	2	11	6	1	5	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8436	2	12	6	1	2	1	1	1	1	1	2	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1
12256	2	12	6	1	1	2	1	2	1	1	2	2	1	2	1	1	1	2	2	1	1	2	2	2	2	2
10748	2	12	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1150	1	11	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2158	1	11	6	1	2	4	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2392	1	12	6	1	2	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4004	1	11	6	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
5508	1	12	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12053	1	11	6	1	5	4	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
1520	2	11	6	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5058	2	11	6	1	5	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
7103	2	13	6	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3
8230	2	12	6	6	2	1	1	1	1	1	1	1	1	1	1	5	1	1	2	1	1	1	1	1	1	1
9426	2	11	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9929	2	11	6	1	5	3	5	5	5	1	5	4	1	4	1	1	5	1	1	1	1	1	2	1	2	1
1103	1	11	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8287	1	11	6	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10784	2	12	6	1	2	1	2	5	1	1	1	5	2	1	1	2	1	1	1	1	1	1	1	1	1	1
9757	2	11	6	1	2	2	1	1	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1
1915	2	11	6	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2407	2	11	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7098	2	11	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10761	2	11	6	6	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
557	1	11	6	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2
2622	1	12	6	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
2935	1	11	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4922	1	12	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6857	1	11	6	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
6873	1	12	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9243	1	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
197	2	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
286	2	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
971	2	11	6	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1961	2	10	6	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4022	2	12	6	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5446	2	11	6	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5606	2	 	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6872	2	11	6	6	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6919	2	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7588	2	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8200	2	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11301	2	11	6	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11541	2	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11900	2	11	6	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11079	1	12	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1577	1	12	6	2	4	1	5	1	5	1	5	2	2	5	1	3	1	1	1	2	1	2	1	1	1	1
3229	2	12	6	6	5	1	2	5	1	1	2	1	1	1	1	2	2	2	2	1	1	1	1	1	1	2
11651	2	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8398	1	12	6	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10093	1	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11426	1	12	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11850	1	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2532	2	11	6	7	2	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8531	2	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11638	2	11	6	2	2	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
11881	2	11	6	2	2	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9962	1	11	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2390	2	12	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2882	2	12	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
978	1	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5877	1	13	6	7	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
12252	1	12	6	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
7137	2	10	6	6	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12126	2	12	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
920	1	12	6	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6246	1	12	6	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4807	1	12	6	3	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	5	5	5	5	5	5
3968	1	11	6	3	1	1	1	1	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6763	1	12	6	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9972	1	11	6	3	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1
11377	1	12	6	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12504	1	11	6	3	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
10490	2	11	6	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11160	2	11	6	3	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
8646	1	11	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11592	1	11	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4224	2	11	6	3	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12441	2	11	6	7	2	3	2	2	1	2	2	1	1	1	1	3	1	2	2	1	1	1	1	1	1	1
8307	1	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11569	1	11	6	2	4	3	2	2	1	2	2	1	1	1	1	4	4	4	1	4	1	1	1	1	1	1
2458	1	11	6	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10050	1	11	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
73	1	11	6	2	5	5	5	5	4	5	5	4	4	4	5	1	1	1	1	1	1	1	1	1	1	1
1214	1	11	6	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1299	1	11	6	3	2	1	1	2	2	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1
3010	1	11	6	2	2	1	1	2	1	1	1	1	1	1	1	4	1	3	3	1	1	2	1	1	1	1
3444	1	11	6	7	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
4589	1	11	6	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5080	1	11	6	2	2	1	1	2	5	5	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1
9373	1	11	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9901	1	11	6	6	5	3	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
10052	1	11	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1
12116	1	12	6	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4414	2	11	6	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6519	2	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7673	2	11	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7756	2	11	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9508	2	11	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9841	2	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
434	2	11	6	3	1	1	5	2	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
7455	2	11	6	6	3	2	1	5	4	1	4	4	1	2	1	5	4	4	4	2	5	1	1	1	1	1
8188	2	11	6	6	5	5	1	5	1	1	5	1	1	1	1	3	3	1	2	1	1	2	1	1	1	1
11660	2	11	6	1	5	1	1	1	2	1	1	1	1	1	1	5	1	3	1	1	1	2	1	1	1	1
7094	1	13	6	7	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9182	2	11	6	7	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
2033	1	12	6	7	1	1	1	1	1	1	1	1	1	1	1	5	1	4	3	4	2	5	1	4	3	5
8921	1	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3845	2	11	6	7	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
4487	2	12	6	7	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
12527	2	11	6	NA	2	1	2	1	1	2	2	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1
9034	1	11	6	7	5	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
3101	1	12	6	2	4	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10569	1	11	6	NA	3	1	2	3	3	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
8876	2	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8518	2	11	6	1	3	1	1	2	2	2	3	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1
1652	1	11	6	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
4314	1	11	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4857	1	11	6	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7336	1	11	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8266	1	11	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10924	1	11	6	7	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12590	1	11	6	6	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1
3642	2	11	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3913	2	11	6	3	4	1	4	4	1	1	4	1	1	1	1	4	1	4	1	1	1	4	1	1	1	1
4906	2	11	6	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
5200	2	12	6	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6081	2	11	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7683	2	11	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8162	2	11	6	2	3	5	1	2	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1
9672	2	10	6	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10278	2	11	6	1	3	2	1	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11140	2	11	6	2	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
5117	1	11	6	6	1	1	2	4	1	1	1	1	1	1	1	3	1	3	1	1	1	1	1	1	1	1
6726	1	11	6	3	1	1	5	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
7600	1	11	6	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10876	1	11	6	6	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
417	1	12	6	3	2	3	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
1366	1	11	6	6	4	1	5	3	1	2	5	1	1	1	1	3	1	2	2	1	1	1	1	1	1	1
6441	1	11	6	6	3	2	2	3	1	1	4	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1
9047	1	11	6	7	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1389	2	11	6	3	3	3	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5649	1	11	6	1	1	1	3	3	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1
9458	1	11	6	3	5	1	2	2	5	2	4	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1
3716	2	11	6	6	2	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1
9436	2	11	6	6	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2
10213	2	11	6	5	3	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12136	2	12	6	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5024	1	11	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6090	1	11	6	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12490	1	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11455	2	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1359	1	11	6	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10113	1	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6710	2	11	6	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
336	1	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
735	1	12	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1416	1	11	6	2	2	1	1	2	2	3	3	1	2	1	5	1	2	1	1	1	1	1	1	1	1	1
2422	1	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3542	1	11	6	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3734	1	11	6	NA	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
4732	1	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5036	1	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7250	1	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7621	1	12	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9966	1	12	6	2	1	2	2	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12342	1	11	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1436	2	11	6	2	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1681	2	12	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2592	2	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4601	2	12	6	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6042	2	11	6	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7639	2	12	6	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
7974	2	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9085	2	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9561	2	11	6	6	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9770	2	15	6	6	5	5	5	5	5	1	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1
7017	1	13	6	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
9393	1	11	6	6	5	5	1	5	5	4	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5145	2	12	6	NA	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
5558	1	12	6	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5865	1	11	6	7	1	1	2	2	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1
5970	1	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9720	1	11	6	2	5	5	3	5	1	1	5	1	1	1	1	2	4	1	1	1	1	1	1	1	1	1
10917	1	11	6	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1337	2	12	6	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1902	2	11	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1936	2	11	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6884	1	13	7	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
11697	1	13	7	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
461	2	12	7	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1007	2	12	7	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5672	2	12	7	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9166	2	13	7	2	2	2	1	3	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10948	2	13	7	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11673	2	13	7	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1549	1	12	7	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6480	1	12	7	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8678	1	13	7	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10868	1	12	7	2	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
9723	2	12	7	2	4	1	1	3	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1
10883	2	12	7	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11435	2	13	7	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12619	2	12	7	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11593	1	12	7	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
